,date,region,new_confirmed,1_day_shift,7_day_avg,7_day_shift
5854,2021-11-02,New England,3316.0,7105.0,3199.8571428571427,2879.0
5863,2021-11-03,New England,3653.0,3316.0,3319.714285714286,2814.0
5872,2021-11-04,New England,4458.0,3653.0,3501.0,3189.0
5881,2021-11-05,New England,4161.0,4458.0,3383.4285714285716,4984.0
5890,2021-11-06,New England,962.0,4161.0,3417.5714285714284,723.0
5899,2021-11-07,New England,405.0,962.0,3437.1428571428573,268.0
5908,2021-11-08,New England,8250.0,405.0,3600.714285714286,7105.0
5917,2021-11-09,New England,3685.0,8250.0,3653.4285714285716,3316.0
5926,2021-11-10,New England,4630.0,3685.0,3793.0,3653.0
5935,2021-11-11,New England,1905.0,4630.0,3428.285714285714,4458.0
5944,2021-11-12,New England,7883.0,1905.0,3960.0,4161.0
5953,2021-11-13,New England,1259.0,7883.0,4002.4285714285716,962.0
5962,2021-11-14,New England,311.0,1259.0,3989.0,405.0
5971,2021-11-15,New England,11418.0,311.0,4441.571428571428,8250.0
5980,2021-11-16,New England,5237.0,11418.0,4663.285714285715,3685.0
5989,2021-11-17,New England,6655.0,5237.0,4952.571428571428,4630.0
5998,2021-11-18,New England,7453.0,6655.0,5745.142857142857,1905.0
6007,2021-11-19,New England,6686.0,7453.0,5574.142857142857,7883.0
6016,2021-11-20,New England,1295.0,6686.0,5579.285714285715,1259.0
6025,2021-11-21,New England,480.0,1295.0,5603.428571428572,311.0
6034,2021-11-22,New England,13701.0,480.0,5929.571428571428,11418.0
6043,2021-11-23,New England,6399.0,13701.0,6095.571428571428,5237.0
6052,2021-11-24,New England,7129.0,6399.0,6163.285714285715,6655.0
6061,2021-11-25,New England,548.0,7129.0,5176.857142857143,7453.0
6070,2021-11-26,New England,7198.0,548.0,5250.0,6686.0
6079,2021-11-27,New England,0.0,7198.0,5065.0,1295.0
6088,2021-11-28,New England,0.0,0.0,4996.428571428572,480.0
6097,2021-11-29,New England,17032.0,0.0,5472.285714285715,13701.0
6106,2021-11-30,New England,7381.0,17032.0,5612.571428571428,6399.0
6115,2021-12-01,New England,10147.0,7381.0,6043.714285714285,7129.0
6124,2021-12-02,New England,11128.0,10147.0,7555.142857142857,548.0
6133,2021-12-03,New England,10675.0,11128.0,8051.857142857143,7198.0
6142,2021-12-04,New England,1442.0,10675.0,8257.857142857143,0.0
6151,2021-12-05,New England,694.0,1442.0,8357.0,0.0
6160,2021-12-06,New England,23078.0,694.0,9220.714285714286,17032.0
6169,2021-12-07,New England,9653.0,23078.0,9545.285714285714,7381.0
6178,2021-12-08,New England,10539.0,9653.0,9601.285714285714,10147.0
6187,2021-12-09,New England,13678.0,10539.0,9965.57142857143,11128.0
6196,2021-12-10,New England,14276.0,13678.0,10480.0,10675.0
6205,2021-12-11,New England,1275.0,14276.0,10456.142857142857,1442.0
6214,2021-12-12,New England,532.0,1275.0,10433.0,694.0
6223,2021-12-13,New England,25876.0,532.0,10832.714285714286,23078.0
6232,2021-12-14,New England,11414.0,25876.0,11084.285714285714,9653.0
6241,2021-12-15,New England,12008.0,11414.0,11294.142857142857,10539.0
6250,2021-12-16,New England,13355.0,12008.0,11248.0,13678.0
6259,2021-12-17,New England,12732.0,13355.0,11027.42857142857,14276.0
6268,2021-12-18,New England,1518.0,12732.0,11062.142857142857,1275.0
6277,2021-12-19,New England,449.0,1518.0,11050.285714285714,532.0
6286,2021-12-20,New England,28245.0,449.0,11388.714285714286,25876.0
6295,2021-12-21,New England,15922.0,28245.0,12032.714285714286,11414.0
6304,2021-12-22,New England,17196.0,15922.0,12773.857142857143,12008.0
6313,2021-12-23,New England,17791.0,17196.0,13407.57142857143,13355.0
6322,2021-12-24,New England,12241.0,17791.0,13337.42857142857,12732.0
6331,2021-12-25,New England,0.0,12241.0,13120.57142857143,1518.0
6340,2021-12-26,New England,0.0,0.0,13056.42857142857,449.0
6349,2021-12-27,New England,34408.0,0.0,13936.857142857143,28245.0
6358,2021-12-28,New England,25225.0,34408.0,15265.857142857143,15922.0
6367,2021-12-29,New England,30788.0,25225.0,17207.571428571428,17196.0
6376,2021-12-30,New England,38181.0,30788.0,20120.428571428572,17791.0
6385,2021-12-31,New England,23810.0,38181.0,21773.14285714286,12241.0
6394,2022-01-01,New England,0.0,23810.0,21773.14285714286,0.0
6403,2022-01-02,New England,0.0,0.0,21773.14285714286,0.0
6412,2022-01-03,New England,64629.0,0.0,26090.428571428572,34408.0
6421,2022-01-04,New England,50035.0,64629.0,29634.714285714286,25225.0
6430,2022-01-05,New England,52324.0,50035.0,32711.285714285714,30788.0
6439,2022-01-06,New England,50513.0,52324.0,34473.0,38181.0
6448,2022-01-07,New England,51003.0,50513.0,38357.71428571428,23810.0
6457,2022-01-08,New England,3822.0,51003.0,38903.71428571428,0.0
6466,2022-01-09,New England,252.0,3822.0,38939.71428571428,0.0
6475,2022-01-10,New England,118912.0,252.0,46694.42857142857,64629.0
6484,2022-01-11,New England,37104.0,118912.0,44847.142857142855,50035.0
6493,2022-01-12,New England,47273.0,37104.0,44125.57142857143,52324.0
6502,2022-01-13,New England,44680.0,47273.0,43292.28571428572,50513.0
6511,2022-01-14,New England,35376.0,44680.0,41059.857142857145,51003.0
6520,2022-01-15,New England,3152.0,35376.0,40964.142857142855,3822.0
6529,2022-01-16,New England,2564.0,3152.0,41294.42857142857,252.0
6538,2022-01-17,New England,27435.0,2564.0,28226.285714285714,118912.0
6547,2022-01-18,New England,85653.0,27435.0,35161.857142857145,37104.0
6556,2022-01-19,New England,27838.0,85653.0,32385.428571428572,47273.0
6565,2022-01-20,New England,29465.0,27838.0,30211.85714285714,44680.0
6574,2022-01-21,New England,30890.0,29465.0,29571.0,35376.0
6583,2022-01-22,New England,2786.0,30890.0,29518.714285714286,3152.0
6592,2022-01-23,New England,1116.0,2786.0,29311.85714285714,2564.0
6601,2022-01-24,New England,52831.0,1116.0,32939.857142857145,27435.0
6610,2022-01-25,New England,16951.0,52831.0,23125.285714285714,85653.0
6619,2022-01-26,New England,18681.0,16951.0,21817.14285714286,27838.0
6628,2022-01-27,New England,19966.0,18681.0,20460.14285714286,29465.0
6637,2022-01-28,New England,17439.0,19966.0,18538.571428571428,30890.0
6646,2022-01-29,New England,1756.0,17439.0,18391.428571428572,2786.0
6655,2022-01-30,New England,611.0,1756.0,18319.285714285714,1116.0
6664,2022-01-31,New England,23521.0,611.0,14132.142857142857,52831.0
6673,2022-02-01,New England,7748.0,23521.0,12817.42857142857,16951.0
6682,2022-02-02,New England,11815.0,7748.0,11836.57142857143,18681.0
6691,2022-02-03,New England,12244.0,11815.0,10733.42857142857,19966.0
6700,2022-02-04,New England,10275.0,12244.0,9710.0,17439.0
6709,2022-02-05,New England,1095.0,10275.0,9615.57142857143,1756.0
6718,2022-02-06,New England,0.0,1095.0,9528.285714285714,611.0
6727,2022-02-07,New England,14470.0,0.0,8235.285714285714,23521.0
6736,2022-02-08,New England,6031.0,14470.0,7990.0,7748.0
6745,2022-02-09,New England,7804.0,6031.0,7417.0,11815.0
6754,2022-02-10,New England,7241.0,7804.0,6702.285714285715,12244.0
6763,2022-02-11,New England,7268.0,7241.0,6272.714285714285,10275.0
6772,2022-02-12,New England,1924.0,7268.0,6391.142857142857,1095.0
6781,2022-02-13,New England,0.0,1924.0,6391.142857142857,0.0
6790,2022-02-14,New England,7309.0,0.0,5368.142857142857,14470.0
6799,2022-02-15,New England,17244.0,7309.0,6970.0,6031.0
6808,2022-02-16,New England,8447.0,17244.0,7061.857142857143,7804.0
6817,2022-02-17,New England,8283.0,8447.0,7210.714285714285,7241.0
6826,2022-02-18,New England,9189.0,8283.0,7485.142857142857,7268.0
6835,2022-02-19,New England,4011.0,9189.0,7783.285714285715,1924.0
6844,2022-02-20,New England,4597.0,4011.0,8440.0,0.0
6853,2022-02-21,New England,2293.0,4597.0,7723.428571428572,7309.0
6862,2022-02-22,New England,8167.0,2293.0,6426.714285714285,17244.0
6871,2022-02-23,New England,5561.0,8167.0,6014.428571428572,8447.0
6880,2022-02-24,New England,4860.0,5561.0,5525.428571428572,8283.0
6889,2022-02-25,New England,4283.0,4860.0,4824.571428571428,9189.0
6898,2022-02-26,New England,867.0,4283.0,4375.428571428572,4011.0
6907,2022-02-27,New England,23.0,867.0,3722.0,4597.0
6916,2022-02-28,New England,4107.0,23.0,3981.1428571428573,2293.0
6925,2022-03-01,New England,3088.0,4107.0,3255.5714285714284,8167.0
6934,2022-03-02,New England,3066.0,3088.0,2899.1428571428573,5561.0
6943,2022-03-03,New England,3343.0,3066.0,2682.4285714285716,4860.0
6952,2022-03-04,New England,2997.0,3343.0,2498.714285714286,4283.0
6961,2022-03-05,New England,447.0,2997.0,2438.714285714286,867.0
6970,2022-03-06,New England,0.0,447.0,2435.4285714285716,23.0
6979,2022-03-07,New England,5652.0,0.0,2656.1428571428573,4107.0
6988,2022-03-08,New England,2659.0,5652.0,2594.8571428571427,3088.0
6997,2022-03-09,New England,1796.0,2659.0,2413.4285714285716,3066.0
7006,2022-03-10,New England,1911.0,1796.0,2208.8571428571427,3343.0
7015,2022-03-11,New England,1875.0,1911.0,2048.5714285714284,2997.0
7024,2022-03-12,New England,282.0,1875.0,2025.0,447.0
7033,2022-03-13,New England,0.0,282.0,2025.0,0.0
7042,2022-03-14,New England,3820.0,0.0,1763.2857142857142,5652.0
7051,2022-03-15,New England,1532.0,3820.0,1602.2857142857142,2659.0
7060,2022-03-16,New England,2031.0,1532.0,1635.857142857143,1796.0
7069,2022-03-17,New England,2231.0,2031.0,1681.5714285714287,1911.0
7078,2022-03-18,New England,2003.0,2231.0,1699.857142857143,1875.0
7087,2022-03-19,New England,159.0,2003.0,1682.2857142857142,282.0
7096,2022-03-20,New England,0.0,159.0,1682.2857142857142,0.0
7105,2022-03-21,New England,3523.0,0.0,1639.857142857143,3820.0
7114,2022-03-22,New England,1844.0,3523.0,1684.4285714285713,1532.0
7123,2022-03-23,New England,2384.0,1844.0,1734.857142857143,2031.0
7132,2022-03-24,New England,2416.0,2384.0,1761.2857142857142,2231.0
7141,2022-03-25,New England,2281.0,2416.0,1801.0,2003.0
7150,2022-03-26,New England,188.0,2281.0,1805.142857142857,159.0
7159,2022-03-27,New England,0.0,188.0,1805.142857142857,0.0
7168,2022-03-28,New England,4772.0,0.0,1983.5714285714287,3523.0
7177,2022-03-29,New England,2094.0,4772.0,2019.2857142857142,1844.0
7186,2022-03-30,New England,2713.0,2094.0,2066.285714285714,2384.0
7195,2022-03-31,New England,3179.0,2713.0,2175.285714285714,2416.0
7204,2022-04-01,New England,2901.0,3179.0,2263.8571428571427,2281.0
7213,2022-04-02,New England,212.0,2901.0,2267.285714285714,188.0
7222,2022-04-03,New England,0.0,212.0,2267.285714285714,0.0
7231,2022-04-04,New England,5548.0,0.0,2378.1428571428573,4772.0
7240,2022-04-05,New England,2634.0,5548.0,2455.285714285714,2094.0
7249,2022-04-06,New England,2968.0,2634.0,2491.714285714286,2713.0
7258,2022-04-07,New England,3773.0,2968.0,2576.5714285714284,3179.0
7267,2022-04-08,New England,3589.0,3773.0,2674.8571428571427,2901.0
7276,2022-04-09,New England,236.0,3589.0,2678.285714285714,212.0
7285,2022-04-10,New England,0.0,236.0,2678.285714285714,0.0
7294,2022-04-11,New England,8054.0,0.0,3036.285714285714,5548.0
7303,2022-04-12,New England,3830.0,8054.0,3207.1428571428573,2634.0
7312,2022-04-13,New England,4495.0,3830.0,3425.285714285714,2968.0
7321,2022-04-14,New England,5229.0,4495.0,3633.285714285714,3773.0
7330,2022-04-15,New England,5337.0,5229.0,3883.0,3589.0
7339,2022-04-16,New England,437.0,5337.0,3911.714285714286,236.0
7348,2022-04-17,New England,0.0,437.0,3911.714285714286,0.0
7357,2022-04-18,New England,4341.0,0.0,3381.285714285714,8054.0
7366,2022-04-19,New England,8644.0,4341.0,4069.0,3830.0
7375,2022-04-20,New England,4737.0,8644.0,4103.571428571428,4495.0
7384,2022-04-21,New England,5132.0,4737.0,4089.714285714286,5229.0
7393,2022-04-22,New England,5200.0,5132.0,4070.1428571428573,5337.0
7402,2022-04-23,New England,317.0,5200.0,4053.0,437.0
7411,2022-04-24,New England,0.0,317.0,4053.0,0.0
7420,2022-04-25,New England,10488.0,0.0,4931.142857142857,4341.0
7429,2022-04-26,New England,4969.0,10488.0,4406.142857142857,8644.0
7438,2022-04-27,New England,6553.0,4969.0,4665.571428571428,4737.0
7447,2022-04-28,New England,6874.0,6553.0,4914.428571428572,5132.0
7456,2022-04-29,New England,6633.0,6874.0,5119.142857142857,5200.0
7465,2022-04-30,New England,1018.0,6633.0,5219.285714285715,317.0
7474,2022-05-01,New England,0.0,1018.0,5219.285714285715,0.0
7483,2022-05-02,New England,12711.0,0.0,5536.857142857143,10488.0
7492,2022-05-03,New England,7251.0,12711.0,5862.857142857143,4969.0
7501,2022-05-04,New England,7359.0,7251.0,5978.0,6553.0
7510,2022-05-05,New England,8937.0,7359.0,6272.714285714285,6874.0
7519,2022-05-06,New England,8838.0,8937.0,6587.714285714285,6633.0
7528,2022-05-07,New England,961.0,8838.0,6579.571428571428,1018.0
7537,2022-05-08,New England,0.0,961.0,6579.571428571428,0.0
7546,2022-05-09,New England,18084.0,0.0,7347.142857142857,12711.0
7555,2022-05-10,New England,7751.0,18084.0,7418.571428571428,7251.0
7564,2022-05-11,New England,9571.0,7751.0,7734.571428571428,7359.0
7573,2022-05-12,New England,11738.0,9571.0,8134.714285714285,8937.0
7582,2022-05-13,New England,10511.0,11738.0,8373.714285714286,8838.0
7591,2022-05-14,New England,428.0,10511.0,8297.57142857143,961.0
7600,2022-05-15,New England,0.0,428.0,8297.57142857143,0.0
7609,2022-05-16,New England,27614.0,0.0,9659.0,18084.0
7618,2022-05-17,New England,8242.0,27614.0,9729.142857142857,7751.0
7627,2022-05-18,New England,9522.0,8242.0,9722.142857142857,9571.0
7636,2022-05-19,New England,9966.0,9522.0,9469.0,11738.0
7645,2022-05-20,New England,8753.0,9966.0,9217.857142857143,10511.0
7654,2022-05-21,New England,791.0,8753.0,9269.714285714286,428.0
7663,2022-05-22,New England,0.0,791.0,9269.714285714286,0.0
7672,2022-05-23,New England,15374.0,0.0,7521.142857142857,27614.0
7681,2022-05-24,New England,6112.0,15374.0,7216.857142857143,8242.0
7690,2022-05-25,New England,6929.0,6112.0,6846.428571428572,9522.0
7699,2022-05-26,New England,9012.0,6929.0,6710.142857142857,9966.0
7708,2022-05-27,New England,6377.0,9012.0,6370.714285714285,8753.0
7717,2022-05-28,New England,475.0,6377.0,6325.571428571428,791.0
7726,2022-05-29,New England,0.0,475.0,6325.571428571428,0.0
7735,2022-05-30,New England,0.0,0.0,4129.285714285715,15374.0
7744,2022-05-31,New England,13527.0,0.0,5188.571428571428,6112.0
7753,2022-06-01,New England,5836.0,13527.0,5032.428571428572,6929.0
7762,2022-06-02,New England,4965.0,5836.0,4454.285714285715,9012.0
7771,2022-06-03,New England,5807.0,4965.0,4372.857142857143,6377.0
7780,2022-06-04,New England,315.0,5807.0,4350.0,475.0
7789,2022-06-05,New England,0.0,315.0,4350.0,0.0
7798,2022-06-06,New England,8846.0,0.0,5613.714285714285,0.0
7807,2022-06-07,New England,4368.0,8846.0,4305.285714285715,13527.0
7816,2022-06-08,New England,4699.0,4368.0,4142.857142857143,5836.0
7825,2022-06-09,New England,3948.0,4699.0,3997.5714285714284,4965.0
7834,2022-06-10,New England,4050.0,3948.0,3746.5714285714284,5807.0
7843,2022-06-11,New England,220.0,4050.0,3733.0,315.0
7852,2022-06-12,New England,0.0,220.0,3733.0,0.0
7861,2022-06-13,New England,7029.0,0.0,3473.4285714285716,8846.0
7870,2022-06-14,New England,3754.0,7029.0,3385.714285714286,4368.0
7879,2022-06-15,New England,4210.0,3754.0,3315.8571428571427,4699.0
7888,2022-06-16,New England,3230.0,4210.0,3213.285714285714,3948.0
7897,2022-06-17,New England,3342.0,3230.0,3112.1428571428573,4050.0
7906,2022-06-18,New England,307.0,3342.0,3124.5714285714284,220.0
7915,2022-06-19,New England,0.0,307.0,3124.5714285714284,0.0
7924,2022-06-20,New England,2459.0,0.0,2471.714285714286,7029.0
7933,2022-06-21,New England,5445.0,2459.0,2713.285714285714,3754.0
7942,2022-06-22,New England,3969.0,5445.0,2678.8571428571427,4210.0
7951,2022-06-23,New England,3461.0,3969.0,2711.8571428571427,3230.0
7960,2022-06-24,New England,3427.0,3461.0,2724.0,3342.0
7969,2022-06-25,New England,209.0,3427.0,2710.0,307.0
7978,2022-06-26,New England,0.0,209.0,2710.0,0.0
7987,2022-06-27,New England,6641.0,0.0,3307.4285714285716,2459.0
7996,2022-06-28,New England,3277.0,6641.0,2997.714285714286,5445.0
8005,2022-06-29,New England,3947.0,3277.0,2994.5714285714284,3969.0
8014,2022-06-30,New England,3641.0,3947.0,3020.285714285714,3461.0
8023,2022-07-01,New England,5477.0,3641.0,3313.1428571428573,3427.0
8032,2022-07-02,New England,208.0,5477.0,3313.0,209.0
8041,2022-07-03,New England,0.0,208.0,3313.0,0.0
8050,2022-07-04,New England,1380.0,0.0,2561.4285714285716,6641.0
8059,2022-07-05,New England,6119.0,1380.0,2967.4285714285716,3277.0
8068,2022-07-06,New England,3720.0,6119.0,2935.0,3947.0
8077,2022-07-07,New England,3693.0,3720.0,2942.4285714285716,3641.0
8086,2022-07-08,New England,4095.0,3693.0,2745.0,5477.0
8095,2022-07-09,New England,202.0,4095.0,2744.1428571428573,208.0
8104,2022-07-10,New England,1285.0,202.0,2927.714285714286,0.0
8113,2022-07-11,New England,992.0,1285.0,2872.285714285714,1380.0
8122,2022-07-12,New England,2700.0,992.0,2383.8571428571427,6119.0
8131,2022-07-13,New England,2369.0,2700.0,2190.8571428571427,3720.0
8140,2022-07-14,New England,9588.0,2369.0,3033.0,3693.0
8149,2022-07-15,New England,1492.0,9588.0,2661.1428571428573,4095.0
8158,2022-07-16,New England,218.0,1492.0,2663.4285714285716,202.0
8167,2022-07-17,New England,1288.0,218.0,2663.8571428571427,1285.0
8176,2022-07-18,New England,1608.0,1288.0,2751.8571428571427,992.0
8185,2022-07-19,New England,1917.0,1608.0,2640.0,2700.0
8194,2022-07-20,New England,2207.0,1917.0,2616.8571428571427,2369.0
8203,2022-07-21,New England,13086.0,2207.0,3116.5714285714284,9588.0
8212,2022-07-22,New England,1828.0,13086.0,3164.5714285714284,1492.0
8221,2022-07-23,New England,216.0,1828.0,3164.285714285714,218.0
8230,2022-07-24,New England,1293.0,216.0,3165.0,1288.0
8239,2022-07-25,New England,1097.0,1293.0,3092.0,1608.0
8248,2022-07-26,New England,2773.0,1097.0,3214.285714285714,1917.0
8257,2022-07-27,New England,2681.0,2773.0,3282.0,2207.0
8266,2022-07-28,New England,12931.0,2681.0,3259.8571428571427,13086.0
8275,2022-07-29,New England,1798.0,12931.0,3255.5714285714284,1828.0
8284,2022-07-30,New England,191.0,1798.0,3252.0,216.0
8293,2022-07-31,New England,1239.0,191.0,3244.285714285714,1293.0
8302,2022-08-01,New England,1660.0,1239.0,3324.714285714286,1097.0
8311,2022-08-02,New England,1959.0,1660.0,3208.4285714285716,2773.0
8320,2022-08-03,New England,2351.0,1959.0,3161.285714285714,2681.0
8329,2022-08-04,New England,12408.0,2351.0,3086.5714285714284,12931.0
8338,2022-08-05,New England,1624.0,12408.0,3061.714285714286,1798.0
8347,2022-08-06,New England,206.0,1624.0,3063.8571428571427,191.0
8356,2022-08-07,New England,0.0,206.0,2886.8571428571427,1239.0
8365,2022-08-08,New England,2094.0,0.0,2948.8571428571427,1660.0
8374,2022-08-09,New England,1707.0,2094.0,2912.8571428571427,1959.0
8383,2022-08-10,New England,2039.0,1707.0,2868.285714285714,2351.0
8392,2022-08-11,New England,11965.0,2039.0,2805.0,12408.0
8401,2022-08-12,New England,1328.0,11965.0,2762.714285714286,1624.0
8410,2022-08-13,New England,206.0,1328.0,2762.714285714286,206.0
8419,2022-08-14,New England,0.0,206.0,2762.714285714286,0.0
8428,2022-08-15,New England,1717.0,0.0,2708.8571428571427,2094.0
8437,2022-08-16,New England,1173.0,1717.0,2632.5714285714284,1707.0
8446,2022-08-17,New England,1807.0,1173.0,2599.4285714285716,2039.0
8455,2022-08-18,New England,11681.0,1807.0,2558.8571428571427,11965.0
8464,2022-08-19,New England,1701.0,11681.0,2612.1428571428573,1328.0
8473,2022-08-20,New England,198.0,1701.0,2611.0,206.0
8482,2022-08-21,New England,912.0,198.0,2741.285714285714,0.0
8491,2022-08-22,New England,722.0,912.0,2599.1428571428573,1717.0
8500,2022-08-23,New England,1142.0,722.0,2594.714285714286,1173.0
8509,2022-08-24,New England,2094.0,1142.0,2635.714285714286,1807.0
8518,2022-08-25,New England,11937.0,2094.0,2672.285714285714,11681.0
8527,2022-08-26,New England,1099.0,11937.0,2586.285714285714,1701.0
8536,2022-08-27,New England,299.0,1099.0,2600.714285714286,198.0
8545,2022-08-28,New England,670.0,299.0,2566.1428571428573,912.0
8554,2022-08-29,New England,710.0,670.0,2564.4285714285716,722.0
8563,2022-08-30,New England,1559.0,710.0,2624.0,1142.0
8572,2022-08-31,New England,1649.0,1559.0,2560.4285714285716,2094.0
8581,2022-09-01,New England,11844.0,1649.0,2547.1428571428573,11937.0
8590,2022-09-02,New England,1830.0,11844.0,2651.5714285714284,1099.0
8599,2022-09-03,New England,190.0,1830.0,2636.0,299.0
8608,2022-09-04,New England,0.0,190.0,2540.285714285714,670.0
8617,2022-09-05,New England,1100.0,0.0,2596.0,710.0
8626,2022-09-06,New England,831.0,1100.0,2492.0,1559.0
8635,2022-09-07,New England,1794.0,831.0,2512.714285714286,1649.0
8644,2022-09-08,New England,9938.0,1794.0,2240.4285714285716,11844.0
8653,2022-09-09,New England,1262.0,9938.0,2159.285714285714,1830.0
8662,2022-09-10,New England,257.0,1262.0,2168.8571428571427,190.0
8671,2022-09-11,New England,1199.0,257.0,2340.1428571428573,0.0
8680,2022-09-12,New England,748.0,1199.0,2289.8571428571427,1100.0
8689,2022-09-13,New England,3666.0,748.0,2694.8571428571427,831.0
8698,2022-09-14,New England,2054.0,3666.0,2732.0,1794.0
8707,2022-09-15,New England,11496.0,2054.0,2954.5714285714284,9938.0
